,url,ingredients,instructions
199,https://www.loveandlemons.com/balsamic-vinaigrette/,"¼ cup balsamic vinegar
1 teaspoon honey or maple syrup
1 garlic clove, grated
2 teaspoons Dijon mustard
½ teaspoon sea salt
Freshly ground black pepper
¼ cup plus 2 tablespoons extra-virgin olive oil","In a small bowl, whisk together the vinegar, honey, garlic, mustard, salt, and several grinds of pepper.
Drizzle in the olive oil while whisking and continue to whisk until the dressing is emulsified. Alternatively, combine everything in a jar with a tight-fitting lid and shake to combine."
200,https://www.loveandlemons.com/green-beans-almondine/,"12 ounces green beans, preferably haricot verts, trimmed
2 tablespoons sliced almonds
1 tablespoon extra-virgin olive oil
1 shallot, thinly sliced
½ teaspoon sea salt, plus more for seasoning
1 garlic clove, grated
½ tablespoon fresh lemon juice
Freshly ground black pepper","Bring a large pot of salted water to a boil and set a large bowl of ice water nearby. Drop the green beans into the boiling water and blanch for 2 minutes. Drain, and immediately immerse in the ice water to stop the cooking process. Drain, and transfer to a towel to dry.
Heat a cast-iron skillet over medium heat. Add the almonds to the dry skillet and toast until golden brown, 2 to 3 minutes. Remove the almonds from the pan and set aside.
Add the oil to the pan (turn down the heat down if necessary), then add the shallot and the salt and sauté for 2 minutes. Add the green beans and sauté, 2 to 4 more minutes, until the green beans are warmed through and tender. Remove the pan from the heat, add the garlic and lemon juice and toss. Season to taste with salt and pepper and transfer to a serving dish. Top with the almonds and serve."
201,https://www.loveandlemons.com/arugula-salad/,"½ cup whole almonds
1 cup red seedless grapes
Extra-virgin olive oil, for drizzling
Sea salt and freshly ground black pepper
½ tablespoon tamari
6 cups arugula
Lemon vinaigrette, for drizzling
¼ cup shaved Parmesan or pecorino","Preheat the oven to 400°F and line 2 baking sheets with parchment paper.
Place the almonds on the first sheet and the grapes on the second. Drizzle the almonds and grapes with olive oil and sprinkle with salt and pepper. Toss the almonds with the tamari and roast for 7 to 10 minutes, or until dark and toasty. Roast the grapes for 7 to 15 minutes, until they’re soft and just starting to burst. The timing will depend on the size of the grapes.
Place the arugula in a large shallow bowl and toss with drizzles of the vinaigrette. Top with the almonds, grapes, and Parmesan. Season to taste and serve."
202,https://www.loveandlemons.com/instant-pot-mashed-potatoes/,"4 pounds Yukon gold potatoes, peeled and cut into 1-inch pieces
6 cups water
4 teaspoons sea salt, divided
3 cloves garlic, grated
⅓ cup extra-virgin olive oil
¼ cup unsalted butter
Freshly ground black pepper
Chives, for garnish","Place the potatoes, water, and 2 teaspoons of salt in the bowl of the Instant Pot.
Secure the lid on the Instant Pot and Pressure Cook on High for 12 minutes. Quick release the pressure, reserve ¾ cup of the potato cooking water, and drain.
Return the potatoes to the pot and add the garlic, olive oil, butter, and the remaining 2 teaspoons sea salt. Use a potato masher to mash well. Add the reserved cooking water, ¼ cup at a time, and use a rubber spatula to fold and mash the potatoes until creamy. Stir in the remaining cooking water as needed to reach your desired consistency.
Season with fresh black pepper and garnish with chives."
203,https://www.loveandlemons.com/sauteed-brussels-sprouts/,"1 pound Brussels sprouts, halved
1 tablespoon extra-virgin olive oil
¼ teaspoon sea salt
Freshly ground black pepper
Lemon wedge, for squeezing
Flaky sea salt
Grated Parmesan, or Vegan Parmesan, optional","Heat the oil in a large cast-iron skillet over medium heat. Place half the Brussels sprouts, cut-side down, into the skillet. Without moving the sprouts, let them sear for 3 to 4 minutes, until deeply golden brown. Toss, sprinkle with half the salt and several grinds of pepper and continue to cook, stirring occasionally, for 5 to 6 minutes, until tender. Remove from the pan, add a little more oil, and repeat with the remaining sprouts.
When the second batch is finished, add the first batch back to the pan and heat until warmed through. Turn off the heat, squeeze with lemon, and season to taste with more sea salt or with flaky sea salt.
If desired, sprinkle with Parmesan or vegan Parmesan, and serve hot."
204,https://www.loveandlemons.com/baked-potato-wedges/,"4 medium russet potatoes, about 2 pounds, cut into wedges
2 tablespoons extra-virgin olive oil
1½ teaspoons garlic powder
1 teaspoon sea salt, more for sprinkling
¾ teaspoon onion powder
¾ teaspoon smoked paprika
Freshly ground black pepper
Chopped parsley, optional, for sprinkling
Grated Parmesan cheese, optional, for sprinkling
Tartar Sauce, ketchup, and/or mustard, for dipping","Preheat the oven to 425°F and line two baking sheets with parchment paper.
In a large bowl, toss the potatoes with the olive oil, garlic powder, salt, onion powder, smoked paprika, and several grinds of pepper, and spread evenly on the baking sheets. Roast 40 to 45 minutes, or until tender and golden brown around the edges, flipping the potatoes and rotating the pans in the oven around the 20 minute mark. The timing will depend on the size of your potatoes.
If using, sprinkle with the parsley and Parmesan cheese. Season with more salt and serve with desired dipping sauces."
205,https://www.loveandlemons.com/instant-pot-lentil-soup/,"2 tablespoons extra-virgin olive oil
1 medium yellow onion, chopped,
2 celery stalks, chopped
2 cups chopped carrots, about 4 medium
6 kale leaves, stems finely diced, leaves chopped
4 garlic cloves, grated
1 (14-ounce)  can diced fire-roasted tomatoes
¾ cup uncooked green lentils
2 tablespoons white wine vinegar
12 fresh thyme sprigs, bundled
1½ teaspoons sea salt
Heaping ½ teaspoon ground cumin
Freshly ground black pepper
6 cups vegetable broth
Red pepper flakes
½ cup chopped fresh parsley, for garnish
Grated Parmesan, for serving, optional
Crusty bread, for serving","Select the Sauté function on your Instant Pot. Set the level to medium and set the time to 8 minutes. When the Instant Pot is preheated, drizzle the oil into the pot and add the onion, celery, and carrots. Cook for the 8 minutes, or until the vegetables soften.
Add the kale stems, garlic, tomatoes, lentils, vinegar, thyme bundle, salt, cumin and several grinds of pepper to the pot and stir. Pour in the vegetable broth and secure the lid on the Instant Pot. Pressure cook on high for 15 minutes.
Allow the Instant Pot to release pressure naturally. This will take 20 to 30 minutes. When the float valve drops, remove the lid and stir in the kale leaves. Add a pinch of red pepper flakes and season to taste with salt and pepper.
Remove the thyme bundle, and garnish with the parsley and grated Parmesan, if desired. Serve with crusty bread."
206,https://www.loveandlemons.com/butternut-squash-risotto/,"1 tablespoon extra-virgin olive oil
1 medium yellow onion, chopped
1/2 teaspoon sea salt, plus more to taste
Freshly ground black pepper
2 cups cubed butternut squash, ¼-inch cubes
2 garlic cloves, finely chopped
1 teaspoon minced rosemary or sage
1 cup uncooked Arborio rice
½ cup dry white wine
4 cups warmed vegetable broth
Chopped parsley or small sage leaves, optional, for garnish
½ cup grated pecorino or Parmesan cheese, optional, for serving","In a large skillet, heat the oil over medium heat. Add the onion, salt and several grinds of pepper, and cook for 2 to 3 minutes. Add the butternut squash and cook for 6 to 8 minutes. 
Add the garlic, rosemary, and the rice. Stir and let cook for about 1 minute then add the wine. Stir and cook for 1 to 3 minutes, or until the wine cooks down.
Add the broth, ¾ cup at a time, and stir continuously to allow each addition of broth to be absorbed before adding the next. Cook until the butternut squash is tender, and the risotto is soft and creamy. Season to taste. 
Garnish with parsley or sage leaves and serve with grated cheese, if desired."
207,https://www.loveandlemons.com/avocado-fries/,"¾ cup panko bread crumbs
1 teaspoon coriander
1 teaspoon cumin
1 teaspoon sea salt
½ cup all-purpose flour
2 large eggs, beaten
2 large avocados, ripe but firm
Extra-virgin olive oil, for drizzling
Chipotle Ranch, or desired dipping sauce","Preheat the oven to 425°F and line a baking sheet with parchment paper.
In a medium-sized shallow dish, stir together the panko, coriander, cumin, and salt. Place the flour in a small bowl and place the egg in a separate small bowl.
Cut the avocados lengthwise into 8 slices and peel the skins. Dip each slice in the flour, flipping to coat and shaking off any excess, then dip into the egg, and then the panko mixture.
Place onto the baking sheet and drizzle with olive oil. Bake for 12 to 14 minutes, or until golden brown and crisp."
208,https://www.loveandlemons.com/chipotle-ranch-dressing/,"½ cup whole milk Greek yogurt
¼ cup mayonnaise
1 chipotle pepper from a can of chipotles in adobo sauce
1 teaspoon apple cider vinegar
1/2 teaspoon garlic powder
1/2 teaspoon onion powder
1/2 teaspoon dried dill
1/4 teaspoon sea salt","In a food processor, place the yogurt, mayo, chipotle pepper, apple cider vinegar, garlic powder, onion powder, dill, salt, and blend until smooth."
209,https://www.loveandlemons.com/roasted-golden-beets/,"4 to 5 medium golden beets
Lemon Vinaigrette
¾ teaspoon ground coriander
½ teaspoon honey
¼ teaspoon ground cumin
2 cups arugula
¼ cup crumbled feta
2 tablespoons chopped toasted pistachios
Sea salt
Freshly ground black pepper
Microgreens, optional","Preheat the oven to 400°F.
Place each beet on a piece of aluminum foil, drizzle generously with olive oil, and sprinkle with sea salt and freshly ground black pepper. Wrap the beets in the foil and roast on a baking sheet for 40 to 90 minutes, or until soft and fork-tender. The cooking time will depend on the size and freshness of the beets. Remove the beets from the oven, remove the foil, and set aside to cool. When the beets are cool to the touch, peel off the skins. I like to hold them under running water and slide the skins off with my hands.
Slice the beets into halves, quarters, or bite-sized pieces, and place them in the fridge until ready to use.
Make the lemon vinaigrette dressing according to this recipe, omitting the thyme, and adding the coriander, honey, and cumin.
Arrange the beets, arugula, feta and pistachios on a platter. Drizzle with some of the dressing and season with salt and pepper. Top with microgreens, if desired, and serve."
210,https://www.loveandlemons.com/roasted-pumpkin-seeds/,"1 cup pumpkin seeds
½ teaspoon extra-virgin olive oil
¼ teaspoon sea salt
Chili Powder, for sprinkling","Scoop the seeds from the pumpkin or winter squash and place in a bowl of water to separate the seeds from the flesh (the seeds will float). Rinse in a colander to remove excess flesh from the seeds. Lay the seeds in a single layer on a kitchen towel to dry.
Preheat the oven to 300°F and line a baking sheet with parchment paper. Place the seeds in a small bowl and drizzle with the olive oil and salt and toss to coat. Spread in a single layer on the baking sheet and roast for 35 to 45 minutes, stirring halfway, until golden brown and crisp.
Toss with a few sprinkles of chili powder and serve."
211,https://www.loveandlemons.com/roasted-kabocha-squash/,"1 kabocha squash
2 tablespoons extra-virgin olive oil
Sea salt and freshly ground black pepper
Sesame Ginger Dressing, for drizzling
¼ cup chopped scallions
Sesame seeds
Microgreens","Preheat the oven to 425°F and warm the squash (whole) in the oven for 10 minutes, so that it’s easier to slice.
Line 2 baking sheets with parchment paper.
Slice the squash in half lengthwise, scoop out the ribbing and seeds, and then slice into 1½-inch slices. Divide the slices among the baking sheets, drizzle with the olive oil, sprinkle with salt and pepper, and roast for 25 to 30 minutes, flipping halfway, until golden brown and tender. (Note: the skin should be tender and it’s edible too.)
Arrange the roasted squash on a shallow platter. Drizzle with the dressing, and sprinkle with the scallions, sesame seeds, and microgreens. Season to taste with more salt and pepper and serve."
212,https://www.loveandlemons.com/applesauce-cake/,"1 cup applesauce, store-bought or homemade
½ cup sugar
⅓ cup avocado oil, or other neutral oil
¼ cup almond milk
3 large eggs
1 teaspoon vanilla extract
1 teaspoon apple cider vinegar
¾ cup all-purpose flour, spooned and leveled
¾ cup whole wheat flour, spooned and leveled
½ cup almond flour, spooned and leveled
2 teaspoons Apple Pie Spice
2 teaspoons baking powder
½ teaspoon sea salt
¼ teaspoon baking soda
½ cup chopped walnuts
Cream Cheese Frosting, optional","Preheat the oven to 350°F and grease an 8x8-inch baking pan. I also line mine with a sheet of parchment paper.
In a large bowl, combine the applesauce, sugar, oil, almond milk, eggs, vanilla, and vinegar and whisk until combined.
In a medium bowl, whisk together the all-purpose, whole wheat, and almond flours, apple pie spice, baking powder, salt, and baking soda.
Add the dry ingredients to the bowl with the wet ingredients and stir until just combined, then fold in the walnuts. Pour into the prepared pan.
Bake for 32 to 39 minutes or until a toothpick inserted in the middle comes out clean. Allow the cake to cool in the pan for 10 minutes before transferring it to a wire rack to cool completely. When the cake is completely cool, top it with cream cheese frosting, if desired."
213,https://www.loveandlemons.com/homemade-applesauce/,"4 pounds apples, peeled, cored, and chopped
2 tablespoons apple cider vinegar
⅓ cup water
1 teaspoon apple pie spice
pinch of sea salt","Combine the apples, apple cider vinegar, and water in a large saucepan or Dutch oven. Cook over low heat, stirring often, until the apples start to soften, about 4 minutes.
Cover and simmer over low heat for 10 minutes. Uncover, stir in the apple pie spice and salt, cover again, and continue simmering for 10-20 more minutes, stirring occasionally, until the apples are very tender and beginning to fall apart.
Turn the heat off and use a potato masher to mash the apples to your desired consistency (Note: don’t use a metal masher on an enameled cast-iron, non-stick, or ceramic pot. Mash the apples in a bowl or use a silicone masher). If you’d like a smoother applesauce, pulse it in a food processor."
214,https://www.loveandlemons.com/black-bean-chili/,"Sour cream or Greek yogurt
Avocado
Sliced serranos or jalapeños
Cilantro
Pickled onions
Tortilla chips
3 cups cooked black beans, plus 1 cup of their liquid (amount in 2 cans beans)
1 (14-ounce) can diced fire-roasted tomatoes
1 (4-ounce) can green chiles, no need to drain
1 teaspoon maple syrup
Freshly ground black pepper
1 tablespoon fresh lime juice, plus wedges for serving
¼ teaspoon cayenne, optional","Heat the oil in a large pot over medium heat. Add the onion, bell pepper, and salt and cook, stirring occasionally, until the onion is translucent, 5 to 8 minutes. Add the garlic and chili powder and cook, stirring, for 30 seconds, until fragrant.
Add the beans, bean liquid, tomatoes, green chiles, maple syrup, and a few grinds of pepper. Reduce the heat to low and simmer uncovered for 20 minutes, stirring occasionally, until the chili has thickened.
Stir in the lime juice and season to taste with more salt, pepper, chili powder, and cayenne, if desired. Serve with lime wedges and desired toppings."
215,https://www.loveandlemons.com/homemade-chili-powder/,"6 dried guajillo chiles or 3 dried ancho chiles
3 teaspoons cumin seeds
1½ teaspoons coriander seeds
¾ teaspoon fennel seeds
1½ teaspoons dried garlic granules
1½ teaspoons smoked paprika
¾ teaspoon oregano
Heaping ¼ teaspoon allspice
Heaping ¼  teaspoon sea salt
⅛ teaspoon sugar","Use scissors to cut the stems off the guajillo or ancho chiles, then cut each chile in half and remove the seeds. Toast the chiles in a dry skillet over low heat with the cumin, coriander, and fennel seeds until fragrant, about 30 seconds.
Tear the chiles into small pieces and transfer them to a spice grinder. Add the cumin seeds, coriander seeds, fennel seeds, garlic, paprika, oregano, allspice, salt, and sugar. Grind into a powder, working in batches if necessary."
216,https://www.loveandlemons.com/instant-pot-black-beans/,"2 cups dried black beans
6 cups water
Heaping 1/2 cup diced white onion
2 large garlic cloves, chopped
2 teaspoons sea salt
1 teaspoon chili powder
1 teaspoon cumin
1 teaspoon oregano
Freshly ground black pepper
Lime juice, optional","Place the beans in a large colander and sort through them to remove and discard any stones or debris.
Rinse the beans and transfer them to the Instant Pot. Add the water, onion, garlic, salt, chili powder, cumin, oregano, and several grinds of black pepper. Secure the lid on the Instant Pot and Pressure Cook on High for 25 minutes, or 20 minutes if you prefer firmer beans.
Allow the Instant Pot to release pressure naturally. This will take 20-30 minutes. When the float valve drops, remove the lid.
Use the beans in your favorite black bean recipe or season to taste with more salt, pepper, and squeezes of lime juice, if desired, and serve as a side dish."
217,https://www.loveandlemons.com/baked-apples/,"½ cup + 2 tablespoons  whole rolled oats
½ cup almond flour
⅓ cup brown sugar
¼ cup crushed walnuts
½ teaspoon Apple Pie Spice, or cinnamon
¼ teaspoon sea salt
¼ cup firm coconut oil
4 apples, cored and halved
Melted coconut oil, for drizzling
Vanilla ice cream, for serving","Preheat the oven to 375°F.
Make the topping: In a small bowl, combine the oats, almond flour, brown sugar, walnuts, apple pie spice, and salt. Use your hands to work in the firm coconut oil until the mixture crumbles. If the mixture is too dry, add a few drizzles of water until the mixture starts to stick together when pinched.
Use a spoon to scoop out a bit of the center of each apple half. Place in an un-greased baking dish large enough to hold the apples. Drizzle with melted coconut oil and rub it all over the apples. Cover with foil and bake for 10 minutes. Uncover and top each half with generous spoonfuls of the topping. Drizzle a little more coconut oil on top and bake for 20 minutes, or until the apples have softened and the topping is crisp.
Let cool slightly and serve with vanilla ice cream."
218,https://www.loveandlemons.com/apple-pie-spice/,"1/4 cup cinnamon
1 teaspoon ground ginger
1/2 teaspoon nutmeg
1/2 teaspoon cardamom","In a small bowl, combine the cinnamon, ginger, nutmeg, and cardamom.
Use in the recipes suggested in the blog post above."
219,https://www.loveandlemons.com/sweet-potato-soup/,"Pepitas, for garnish
Fresh cilantro, for garnish
Aleppo pepper or red pepper flakes, for garnish
Crusty bread, for serving
3 medium sweet potatoes (1½ pounds), peeled and cubed
1 apple, peeled and chopped
3 garlic cloves, grated
1 teaspoon grated ginger
1 teaspoon coriander
½ teaspoon smoked paprika
1 teaspoon apple cider vinegar
3 to 4 cups  vegetable broth
1 (14-ounce) can  full-fat coconut milk, reserve 1/4 cup for garnish","Heat the oil in a large pot over medium heat. Add the onion, salt, and several grinds of fresh pepper and sauté until soft, 5 to 8 minutes. Add the sweet potatoes and the apple and cook until they begin to soften, stirring occasionally, about 8 to 10 minutes.
Add the garlic, ginger, coriander, and smoked paprika, and stir. Stir in the apple cider vinegar and then 3 cups of the broth and the coconut milk. Bring to a boil, cover, and reduce the heat to a simmer. Cook until the potatoes are tender, 20 to 30 minutes.
Let cool slightly and pour the soup into a blender, working in batches if necessary, and blend until smooth. If your soup is too thick, add up to 1 cup more broth and blend. Season to taste and top with a swirl of coconut milk, pepitas, cilantro, and Aleppo pepper, if desired. Serve with crusty bread."
220,https://www.loveandlemons.com/air-fryer-onion-rings/,"1¼ cups panko bread crumbs
½ teaspoon garlic powder
½ teaspoon onion powder
½ heaping teaspoon sea salt
2 large eggs
½ cup all-purpose flour
1 yellow onion, sliced into ½-inch rings
Extra-virgin olive oil, for drizzling
Tartar Sauce, optional, for dipping","On a rimmed tray, mix the panko, garlic powder, onion powder, and salt. In a small shallow bowl, lightly beat the eggs. Place the flour in another small bowl.
Preheat the air fryer to 370°F.
Dip each onion ring into the flour, then tap to remove any excess flour. Dip it in the egg, coat with the panko mixture, and then place on a large plate. 
Drizzle the onion rings with olive oil and transfer them right into the air fryer basket in a single layer with a little space between each ring. Don’t overcrowd the basket. Work in batches if necessary. Air fry for 8 to 11 minutes, or until golden brown and crisp. Repeat with remaining onion rings. Serve with tartar sauce, if desired."
221,https://www.loveandlemons.com/how-to-make-vegetable-stock/,"2 medium onions, halved
4 medium carrots, chopped
1 to 2 medium celery stalks, chopped
Leek or fennel tops, chopped
1 garlic bulb, halved
Handful of fresh parsley
1 small bunch fresh thyme
3 bay leaves
2 teaspoons sea salt
1 teaspoon black peppercorns
10 to 12 cups filtered water","Place the onions, carrots, celery, leek tops, garlic, parsley, thyme, bay leaves, salt, pepper and water in a large pot and bring to a boil over high heat (If 12 cups of water won’t fit in your pot, you can use 10). Reduce the heat and simmer gently, covered, for 1 hour.
Strain and discard the vegetables. Season to taste and use in your favorite soup recipes."
222,https://www.loveandlemons.com/jalapeno-cornbread/,"1 cup cornmeal
1 cup plus 1 tablespoon all-purpose flour
2 teaspoons baking powder
½ teaspoon sea salt
¼ teaspoon baking soda
1 cup almond milk
1 large egg
¼ cup maple syrup
¼ cup extra-virgin olive oil or any neutral oil
4 scallions, chopped, reserve some for topping
¾ cup seeded diced jalapeño peppers, 2 to 3 peppers, reserve some for topping
¾ cup shredded cheddar cheese
1 tablespoon butter, for greasing the pan
Honey Butter, for serving","Preheat the oven to 350°F with a 10-inch cast-iron pan inside.
In a large bowl, combine the cornmeal, flour, baking powder, salt, and baking soda.
In a medium bowl, whisk together the almond milk, egg, maple syrup, and oil.
Pour the wet ingredients into the dry ingredients and stir until just combined. Fold in the scallions, jalapeños, and cheese.
Remove the preheated skillet from the oven using an oven mitt (be careful because the handle will be hot!) and grease it with the butter.
Pour the batter into the pan, sprinkle with the remaining scallions and jalapeños, and bake for 20 to 24 minutes or until the center springs back to the touch and a toothpick comes out clean. Let cool for at least 20 minutes before slicing.
Serve with honey butter."
223,https://www.loveandlemons.com/honey-butter/,"½ cup (1 stick)  unsalted butter, softened to room temperature
3 tablespoons honey
¾ teaspoon sea salt","In a small bowl, stir together the softened butter, honey, and salt.
Serve with jalapeño cornbread or any of the suggestions in the blog post above."
224,https://www.loveandlemons.com/vegan-sandwiches/,"handful of thin green beans, trimmed
1 soft baguette, sliced in half
8 to 10 Kalamata olives, pitted and sliced in half
thinly sliced red onion, rinsed and dried
vegan mayo, or regular mayo, for spreading
¼ English cucumber, thinly sliced
1 radish, thinly sliced
6 to 8 fresh basil leaves
sea salt and freshly ground black pepper","Make the chickpea salad: In a food processor, combine the chickpeas, tahini, Dijon mustard, garlic, capers, green onions, cilantro, lemon juice, and pinches of salt and pepper. Pulse until combined, but do not puree. Season to taste.
Blanch the green beans. Bring a small pot of salted water to a boil and place a bowl of ice water nearby. Drop the green beans into the boiling water for 1½ minutes, then scoop into the ice water to stop the cooking process. Once cool, drain, pat dry, and chop into 1-inch pieces.
Assemble the sandwiches: Spread the chickpea salad on one side of the baguette. Press the chopped green beans into the chickpea salad and top with the olives and red onion slices. Spread of layer of mayo on the other half of the baguette and top with the sliced cucumbers, radishes, and basil. Season with salt and pepper, to taste. Press together, slice, and enjoy!"
225,https://www.loveandlemons.com/healthy-meal-prep-ideas/,"3 cups cooked quinoa
1 recipe Roasted Tomatoes
1 cup sliced Persian cucumbers
¾ cup crumbled feta cheese
¾ cup Kalamata olives, pitted and sliced
½ cup diced red onion
⅓ cup toasted pine nuts
1 recipe Italian Dressing, plus 2 additional garlic cloves, grated
½ teaspoon sea salt
Freshly ground black pepper
Pinches of red pepper flakes
1 cup roasted chickpeas
2 cups arugula
1 cup mixed basil & mint","In a large bowl, combine the quinoa, roasted tomatoes, cucumbers, feta, olives, onion, and pine nuts.
Toss to combine, then drizzle with the dressing and toss again. Sprinkle with the salt, pepper, and a few pinches of red pepper flakes, and toss again. 
If you are meal prepping this recipe, add the roasted chickpeas, arugula, and herbs just before serving."
226,https://www.loveandlemons.com/healthy-wraps/,"2 cups cooked chickpeas, drained and rinsed
3 curly kale leaves, stemmed and finely chopped
6 Brussels sprouts, thinly sliced
½ cup thinly sliced radicchio
Shredded Parmesan cheese, optional
1 ripe avocado, sliced
4 extra-large tortillas
¼ cup Parmesan cheese, optional","Make the dressing. In a blender, combine the oil, vinegar, lemon juice, mustard, honey, garlic, salt, and cheese, if desired. Blend until creamy and emulsified.
Make the wrap fillings. In a small bowl, use a potato masher to mash the chickpeas with ¼ cup of the dressing, ¼ teaspoon salt, and several grinds of fresh black pepper.
In a medium bowl, toss the kale, Brussels sprouts, and radicchio with ⅓ cup of the dressing.
Assemble the wraps: divide the chickpea mixture, salad mixture, avocado, and cheese, if using, among the tortillas. Fold the left and right sides of the tortilla over the filling. Fold the bottom flap of the tortilla up and over the filling and roll the wrap closed. Wrap in foil, slice in half crosswise, and serve with the remaining dressing on the side for dipping."
227,https://www.loveandlemons.com/fruit-platter/,"Almonds
Olives
Roasted Chickpeas
Crackers or Flatbread Crisps
Basil Leaves",Choose your desired ingredients from the list above and arrange on a platter.
228,https://www.loveandlemons.com/summer-appetizers/,"24 cherry tomatoes
12 mini mozzarella balls
24 basil leaves
Extra-virgin olive oil, for drizzling
Balsamic reduction, for drizzling
Sea salt and freshly ground black pepper","Thread the tomatoes, mozzarella, and basil onto mini skewers.
Drizzle with olive oil and balsamic reduction and sprinkle with salt and pepper."
229,https://www.loveandlemons.com/blt-pasta-salad/,"12 ounces farfalle pasta
¼ cup extra-virgin olive oil
3 tablespoons red wine vinegar
3 garlic cloves, minced
1 teaspoon dried oregano
1 teaspoon dried parsley
¾ teaspoon sea salt
Tempeh Bacon, broken into small pieces
2 cups halved cherry tomatoes
⅓ cup chopped sun dried tomatoes
1 cup thinly sliced cucumber
1/2 cup thinly sliced red onion
1 avocado, thinly sliced
½ cup fresh arugula","Bring a large pot of salted water to a boil. Prepare the pasta according to the package directions, or until slightly past al dente.
Meanwhile, make the dressing. In the bottom of a large bowl, whisk together the olive oil, vinegar, garlic, oregano, parsley and salt. Add the pasta and toss. Add the tempeh bacon, tomatoes, sun dried tomatoes, cucumber, onion, and toss again. Gently mix in the avocado and arugula. Season to taste and serve."
230,https://www.loveandlemons.com/fruit-tart/,"2 ripe peaches or nectarines, sliced
⅓ cup raspberries or pitted and halved cherries
¼ cup raw cashews
2 tablespoons lemon juice
2 teaspoons lemon zest
1 teaspoon vanilla extract","Line the bottom of a 9-inch nonstick tart pan with a circle of parchment paper. (A tart pan with a removable bottom is best for this recipe.)
In a food processor, pulse the graham crackers, coconut oil, brown sugar, and salt until crumbly. Press the mixture into the prepared tart pan, using the back of a measuring cup to press it firmly onto the bottom and up the sides. Freeze for 30 minutes.
In a high-speed blender, combine the vegan cream cheese, powdered sugar, cashews, lemon juice, zest, and vanilla and blend until creamy. Spread the filling onto the crust and chill the tart overnight in the refrigerator.
Top with the peaches and raspberries and serve."
231,https://www.loveandlemons.com/grain-salad/,"1 15-ounce can O Organics® Garbanzo Beans, drained and rinsed
3 tablespoons O Organics® Extra-Virgin Olive Oil, more for drizzling
3 ears corn, husked
2 tablespoons fresh lemon juice
2 garlic cloves, grated
½ teaspoon sea salt, more to taste
Freshly ground black pepper
Red pepper flakes
4 cups  cooked farro, from 1½ cups uncooked
⅓ cup dried apricots, diced
½ cup finely chopped fresh parsley
½ cup  Open Nature® toasted almonds
⅓ cup pickled red onions
1 cup fresh basil leaves
2 ounces goat or feta cheese, optional","Preheat the oven to 425°F and line a large baking sheet with parchment paper. Spread the garbanzo beans on a kitchen towel and pat them dry. Remove any loose skins. Transfer to the baking sheet and toss them with a drizzle of olive oil and generous pinches of salt. Roast for 20 to 30 minutes, or until golden brown and crisp.
Heat a grill pan to medium-high heat. Place the corn on the pan and cook, turning every 3 to 5 minutes, until all sides of the corn are cooked and light char marks form, about 15 minutes. Remove and slice the kernels off the cob.
In a large mixing bowl, whisk together the 3 tablespoons olive oil, lemon juice, garlic, salt, several grinds of pepper, and a pinch of red pepper flakes. Add the farro, corn, apricots, and parsley, and toss.
Divide the salad among bowls (or into individual containers), and top with the roasted garbanzo beans, almonds, pickled onions, basil, and goat cheese, if using."
232,https://www.loveandlemons.com/air-fryer-eggplant/,"Cooked pasta
Tomato Sauce
Cashew Cream
Fresh basil leaves and/or chopped parsley
Red pepper flakes
¼ cup grated Parmesan cheese, pecorino cheese, or Vegan Parmesan
½ teaspoon sea salt
Freshly ground black pepper
Extra-virgin olive oil, for drizzling","Preheat the air fryer to 370°F.
Sprinkle the eggplant slices with salt on both sides and place in a large colander to drain for 30 minutes.
In a shallow bowl, whisk the egg. In a medium bowl or rimmed plate, combine the panko, almond flour, pecorino, salt, and several grinds of pepper.
Pat the eggplant slices dry, dip them into the egg, and then into the panko mixture. Place on a plate as you work and then drizzle the slices with olive oil. Place in a single layer in the air fryer and air fry for 17 to 20 minutes, or until crisp and golden brown, flipping halfway through cooking. Work in batches if necessary.
Make the eggplant a full meal by serving it with pasta, scoops of tomato sauce, dollops of cashew cream, basil, red pepper flakes, and drizzles of olive oil."
233,https://www.loveandlemons.com/fresh-tomato-sauce/,"3 pounds medium on-the-vine tomatoes
2 tablespoons extra-virgin olive oil
⅓ cup finely minced shallot
2 large garlic cloves, finely minced
½ teaspoon sea salt
Freshly ground black pepper
1 tablespoon tomato paste
2 teaspoons balsamic vinegar
¼ teaspoon cane sugar
¼ teaspoon dried oregano
¼ teaspoon red pepper flakes
1 sprig  fresh basil","Slice the tomatoes in half and scoop out the seeds. Set a box grater over a large bowl and press the cut side of the tomato flesh against the large holes of the grater. Grate the tomato flesh into the bowl, leaving the skins behind.
Heat the olive oil in a medium pot over low heat. Add the shallot, garlic, salt, and a few grinds of black pepper and cook for 3 minutes, stirring often.
Add the tomatoes, tomato paste, balsamic vinegar, cane sugar, oregano, red pepper flakes, and basil sprig. Cover and simmer over low heat for 30 minutes, stirring occasionally. Remove and discard the basil sprig and season to taste."
234,https://www.loveandlemons.com/shishito-peppers-recipe/,"8 ounces shishito peppers
Toasted sesame oil, for drizzling
Sea salt
Sesame seeds, for sprinkling
Tamari, for serving
Peanut Sauce, for serving","Heat a large cast iron skillet to high heat. Add the peppers to the dry skillet and cook, tossing occasionally, until tender and blistering, about 6 to 8 minutes. As you work, try to keep the peppers in a single layer so that they make consistent contact with the hot pan.
Drizzle the peppers with sesame oil, and sprinkle with sea salt and sesame seeds. Serve with tamari and peanut sauce, for dipping."
